NPU,Movimento,Start,End
670905,A5,2016-08-16 08:15:33,2016-08-16 08:16:13
670905,A3,2016-08-16 08:16:13,2016-09-15 09:11:42
670905,A4,2016-09-15 09:11:43,2016-09-15 09:12:15
670905,A5,2016-09-15 09:12:16,2016-09-15 09:12:21
670905,A6,2016-09-15 09:12:21,2016-09-15 09:12:27
670905,A7,2016-09-15 09:12:28,2016-09-15 09:13:06
670905,A8,2016-09-15 09:26:40,2016-09-15 09:27:21
670905,A9,2016-09-15 09:27:24,2016-09-15 09:27:32
670905,A10,2016-09-15 09:27:33,2016-09-15 09:27:33
667171,A1,2016-06-21 07:47:22,2016-06-21 07:54:26
667171,A2,2016-06-21 07:54:30,2016-06-21 07:55:11
667171,A3,2016-06-21 07:55:12,2016-10-13 11:05:34
667171,A4,2016-10-13 11:05:35,2016-10-13 11:11:09
667171,A5,2016-10-13 11:11:10,2016-10-13 11:11:15
667171,A6,2016-10-13 11:11:16,2016-10-13 11:11:21
667171,A7,2016-10-20 14:36:18,2016-10-20 14:36:49
667171,A18,2016-10-27 09:36:23,2016-10-27 09:36:33
667171,A7,2017-04-17 07:54:38,2017-04-17 14:40:28
667171,A8,2017-04-17 16:18:23,2017-04-17 16:25:31
667171,A9,2017-04-18 08:44:47,2017-04-18 08:45:33
667171,A12,2017-04-18 08:45:34,2017-04-18 13:52:51
667171,A13,2017-04-18 13:52:53,2017-04-18 13:52:58
667171,A34,2017-04-18 13:52:59,2017-05-22 11:01:45
667171,A6,2017-05-22 11:01:47,2017-05-22 11:01:51
667171,A14,2017-05-22 11:01:54,2017-05-22 11:01:58
667171,A10,2017-05-22 11:02:00,2017-05-22 11:03:00
667171,A14,2017-05-22 11:03:01,2017-05-22 11:03:06
667171,A10,2017-05-22 11:03:08,2017-05-22 11:03:08
671067,A1,2016-06-21 07:48:09,2016-06-21 07:49:46
671067,A2,2016-06-21 07:49:48,2016-06-21 07:49:53
671067,A3,2016-06-21 07:49:53,2016-10-14 07:49:56
671067,A4,2016-10-14 07:49:57,2016-10-14 07:52:07
671067,A5,2016-10-14 07:52:08,2016-10-14 07:52:12
671067,A6,2016-10-14 07:52:13,2016-10-14 07:52:16
671067,A7,2017-01-23 10:10:48,2017-01-23 10:13:17
671067,A8,2017-01-23 12:01:24,2017-01-23 12:05:44
671067,A9,2017-01-23 12:55:40,2017-01-23 12:55:56
671067,A12,2017-01-23 12:55:57,2017-01-26 09:59:38
671067,A13,2017-01-26 09:59:40,2017-01-30 08:12:36
671067,A6,2017-01-30 08:12:37,2017-01-30 08:12:46
671067,A18,2017-01-30 08:12:47,2017-03-17 10:10:16
671067,A19,2017-03-17 18:24:07,2017-03-17 18:25:37
671067,A9,2017-03-20 09:09:23,2017-03-20 10:05:55
671067,A12,2017-03-20 10:05:57,2017-03-20 10:08:24
671067,A13,2017-03-20 10:08:27,2017-03-20 10:08:34
671067,A34,2017-03-20 10:08:35,2017-03-29 07:53:50
671067,A6,2017-03-29 07:53:51,2017-03-29 07:53:55
671067,A14,2017-03-29 07:53:55,2017-03-29 07:54:00
671067,A41,2017-03-29 07:54:01,2017-04-05 08:23:58
671067,A42,2017-04-05 08:24:01,2017-05-10 08:21:01
671067,A43,2017-05-16 09:36:15,2017-05-16 09:36:18
671067,A44,2017-05-16 09:36:20,2017-05-16 09:36:22
671067,A10,2017-05-16 09:36:25,2017-05-16 09:36:25
662580,A1,2016-06-21 07:49:47,2016-06-21 07:52:10
662580,A2,2016-06-21 07:52:12,2016-06-21 07:52:17
662580,A3,2016-06-21 07:52:19,2016-10-20 12:20:55
662580,A4,2016-10-20 12:20:56,2016-10-20 12:25:47
662580,A5,2016-10-20 12:25:48,2016-10-20 12:25:52
662580,A6,2016-10-20 12:25:53,2016-10-20 12:25:59
662580,A7,2016-10-21 08:35:45,2016-10-21 08:37:16
662580,A8,2016-10-21 08:37:17,2016-10-21 09:03:17
662580,A9,2016-10-21 09:12:37,2016-10-21 09:12:44
662580,A14,2016-10-21 09:12:44,2016-11-23 11:57:41
662580,A6,2016-11-23 11:57:41,2016-11-23 11:57:47
662580,A22,2016-12-16 10:10:34,2016-12-16 10:11:33
662580,A23,2016-12-16 14:03:26,2016-12-16 14:04:07
662580,A9,2016-12-16 14:07:59,2016-12-16 14:08:08
662580,A12,2016-12-16 14:08:10,2016-12-20 10:02:46
662580,A13,2016-12-20 10:02:49,2016-12-20 10:03:11
662580,A17,2016-12-20 10:03:12,2017-01-20 12:37:03
662580,A6,2017-01-20 12:37:04,2017-01-20 12:37:09
662580,A14,2017-01-20 12:37:10,2017-01-30 09:04:31
662580,A14,2017-01-30 09:04:18,2017-01-30 09:04:23
662580,A6,2017-01-30 09:04:31,2017-01-30 09:04:35
662580,A18,2017-02-02 16:05:14,2017-02-02 16:05:42
662580,A19,2017-02-02 23:12:51,2017-02-02 23:13:40
662580,A9,2017-02-02 23:13:43,2017-02-06 08:34:30
662580,A14,2017-02-06 08:34:31,2017-02-07 12:08:26
662580,A14,2017-02-07 12:07:45,2017-02-07 12:07:51
662580,A36,2017-02-07 12:08:27,2017-02-07 12:12:47
662580,A37,2017-02-07 12:12:47,2017-02-07 18:43:28
662580,A14,2017-02-08 11:22:49,2017-02-08 11:22:56
662580,A14,2017-02-08 11:23:19,2017-02-08 11:23:23
662580,A36,2017-02-08 11:23:24,2017-02-08 11:25:24
662580,A37,2017-02-08 11:25:25,2017-02-08 16:12:28
662580,A14,2017-02-09 08:41:52,2017-02-09 08:41:57
662580,A14,2017-02-09 08:42:21,2017-02-09 08:42:34
662580,A10,2017-02-09 08:42:35,2017-02-09 12:01:15
662580,A14,2017-02-09 12:01:16,2017-02-09 12:01:21
662580,A14,2017-02-09 12:02:42,2017-02-09 12:02:46
662580,A36,2017-02-09 12:02:48,2017-02-09 12:03:30
662580,A37,2017-02-09 12:03:31,2017-02-10 18:46:25
662580,A14,2017-02-13 11:41:29,2017-02-13 11:41:43
662580,A14,2017-02-13 11:42:14,2017-02-13 11:42:22
662580,A36,2017-02-13 11:42:24,2017-02-13 11:44:46
662580,A37,2017-02-13 11:44:48,2017-02-14 15:05:23
662580,A14,2017-02-14 15:05:25,2017-02-15 09:10:00
662580,A10,2017-02-15 09:10:02,2017-02-15 09:10:02
669406,A1,2016-06-21 07:49:53,2016-06-21 07:53:14
669406,A2,2016-06-21 07:53:15,2016-06-21 07:53:37
669406,A3,2016-06-21 07:53:38,2016-08-11 07:28:21
669406,A4,2016-08-11 07:28:21,2016-08-11 09:42:07
669406,A5,2016-08-11 09:42:08,2016-08-11 09:42:14
669406,A3,2016-08-11 09:42:15,2016-10-20 10:25:07
669406,A4,2016-10-20 10:25:08,2016-10-20 10:26:02
669406,A5,2016-10-20 10:26:03,2016-10-20 10:26:30
669406,A6,2016-10-20 10:26:31,2016-10-20 10:26:34
669406,A7,2016-10-20 12:42:34,2016-11-07 12:53:01
669406,A8,2016-11-07 19:10:08,2016-11-21 11:02:11
669406,A9,2016-11-21 11:02:14,2016-11-21 12:55:37
669406,A17,2016-11-21 12:55:37,2016-12-13 11:13:41
669406,A6,2016-12-13 11:13:41,2016-12-13 11:13:46
669406,A22,2016-12-13 11:13:48,2016-12-13 11:37:38
669406,A23,2016-12-13 11:37:39,2016-12-13 11:38:04
669406,A9,2016-12-13 11:38:06,2016-12-13 11:41:39
669406,A14,2016-12-13 11:41:40,2016-12-13 11:41:46
669406,A14,2016-12-13 11:42:37,2016-12-13 11:42:42
669406,A36,2016-12-13 11:42:43,2016-12-13 11:50:25
669406,A37,2016-12-13 11:50:26,2016-12-13 11:52:35
669406,A36,2016-12-13 11:52:36,2016-12-13 11:53:21
669406,A14,2016-12-13 11:53:30,2016-12-13 11:57:26
669406,A14,2016-12-13 11:56:13,2016-12-13 11:56:21
669406,A36,2016-12-13 11:57:27,2016-12-13 12:02:34
669406,A37,2016-12-13 12:02:35,2016-12-13 12:03:40
669406,A14,2016-12-13 12:04:47,2016-12-13 12:05:06
669406,A14,2016-12-13 12:05:51,2016-12-13 12:05:55
669406,A10,2016-12-13 12:05:57,2016-12-13 12:05:57
669374,A1,2016-06-21 07:50:13,2016-06-21 07:53:18
669374,A2,2016-06-21 07:53:21,2016-06-21 07:55:54
669374,A3,2016-06-21 07:55:55,2016-07-17 13:20:18
669374,A4,2016-07-17 13:20:18,2016-07-17 13:20:21
669374,A5,2016-07-17 13:20:22,2016-07-17 13:20:27
669374,A6,2016-07-17 13:20:28,2016-07-17 13:20:31
669374,A7,2016-07-17 13:20:33,2016-07-18 07:58:58
669374,A8,2016-07-25 10:03:01,2016-07-25 10:04:12
669374,A9,2016-07-25 10:04:14,2016-07-25 10:04:49
669374,A14,2016-07-25 10:04:50,2016-07-25 11:36:24
669374,A12,2016-07-25 11:36:25,2016-07-25 11:36:30
669374,A13,2016-07-25 11:36:31,2016-07-25 11:36:37
669374,A3,2016-07-25 11:36:38,2016-07-25 11:36:41
669374,A4,2016-07-25 11:36:42,2016-07-25 11:37:16
669374,A5,2016-07-25 11:37:17,2016-07-25 11:37:27
669374,A14,2016-07-25 11:37:28,2016-07-25 11:37:34
669374,A10,2016-07-25 11:37:35,2016-07-25 11:37:35
669610,A1,2016-06-21 07:50:17,2016-06-21 07:53:24
669610,A2,2016-06-21 07:53:25,2016-06-21 07:55:15
669610,A3,2016-06-21 07:55:16,2016-07-07 09:50:29
669610,A4,2016-07-07 09:50:29,2016-07-07 09:50:31
669610,A5,2016-07-07 09:50:32,2016-07-07 09:50:36
669610,A6,2016-07-07 09:50:37,2016-07-07 09:50:41
669610,A7,2016-07-07 09:50:42,2016-07-07 10:39:20
669610,A8,2016-07-11 17:20:32,2016-07-11 17:24:25
669610,A9,2016-07-11 17:24:27,2016-07-11 17:24:33
669610,A14,2016-07-11 17:24:33,2016-07-13 08:07:56
669610,A12,2016-07-13 08:07:57,2016-07-13 08:10:06
669610,A13,2016-07-13 08:10:08,2016-07-13 08:10:16
669610,A17,2016-07-13 08:10:16,2016-07-28 07:45:09
669610,A6,2016-07-28 07:45:09,2016-07-28 07:45:17
669610,A7,2016-07-28 07:45:19,2016-07-28 07:57:47
669610,A8,2016-07-28 15:21:31,2016-07-28 15:22:25
669610,A9,2016-07-28 15:22:28,2016-07-28 15:22:33
669610,A14,2016-07-28 15:22:33,2016-08-02 07:38:57
669610,A10,2016-08-02 07:38:59,2016-08-02 07:38:59
662430,A1,2016-06-21 07:52:46,2016-06-21 07:54:48
662430,A2,2016-06-21 07:54:50,2016-06-21 07:54:55
662430,A3,2016-06-21 07:54:55,2016-10-07 10:19:03
662430,A11,2016-10-07 10:19:04,2016-10-07 10:19:07
662430,A5,2016-10-07 10:19:08,2016-10-07 10:19:15
662430,A6,2016-10-07 10:19:16,2016-10-07 10:19:20
662430,A22,2016-10-20 09:52:22,2016-10-20 09:53:29
662430,A23,2016-10-20 09:53:30,2016-10-20 09:53:58
662430,A9,2016-10-20 09:54:02,2016-10-20 09:54:08
662430,A3,2016-10-20 09:54:09,2016-10-20 11:28:37
662430,A4,2016-10-20 11:28:38,2016-10-20 11:39:00
662430,A5,2016-10-20 11:39:02,2016-10-20 11:39:06
662430,A6,2016-10-20 11:39:08,2016-10-20 11:39:11
662430,A7,2016-10-21 09:01:07,2016-10-21 09:01:50
662430,A8,2016-10-21 09:06:07,2016-10-21 09:07:02
662430,A9,2016-10-21 09:07:57,2016-10-21 09:08:05
662430,A14,2016-10-21 09:08:06,2016-10-21 11:33:44
662430,A10,2016-10-21 11:33:46,2016-10-21 11:33:46
668363,A1,2016-06-21 07:56:19,2016-06-21 08:01:43
668363,A2,2016-06-21 08:01:45,2016-06-21 08:03:52
668363,A3,2016-06-21 08:03:53,2016-10-20 10:21:50
668363,A4,2016-10-20 10:21:51,2016-10-20 10:26:05
668363,A5,2016-10-20 10:26:06,2016-10-20 10:26:11
668363,A6,2016-10-20 10:26:11,2016-10-20 10:26:16
668363,A7,2016-10-20 15:05:42,2016-10-20 15:07:18
668363,A8,2016-10-20 15:07:19,2016-10-26 08:37:32
668363,A9,2016-10-26 10:34:00,2016-10-26 10:34:05
668363,A12,2016-10-26 10:34:06,2016-10-26 10:35:28
668363,A13,2016-10-26 10:35:30,2016-10-26 10:35:35
668363,A34,2016-10-26 10:35:36,2016-12-08 07:58:36
668363,A6,2016-12-08 07:58:37,2016-12-08 07:58:41
668363,A22,2016-12-08 07:58:43,2016-12-19 10:48:26
668363,A23,2016-12-19 15:48:54,2016-12-19 15:50:56
668363,A9,2016-12-20 11:20:29,2016-12-20 11:22:15
668363,A12,2016-12-20 11:22:16,2017-02-01 14:17:41
668363,A13,2017-02-01 14:17:42,2017-02-01 14:17:48
668363,A17,2017-02-01 14:17:49,2017-05-03 11:26:08
668363,A6,2017-05-03 11:26:09,2017-05-03 11:26:12
668363,A14,2017-05-03 11:26:13,2017-05-03 11:26:18
668363,A10,2017-05-03 11:26:20,2017-05-03 11:26:20
659265,A1,2016-06-21 08:00:32,2016-06-21 08:09:13
659265,A2,2016-06-21 08:09:16,2016-06-21 08:09:25
659265,A3,2016-06-21 08:09:26,2016-08-05 11:35:59
659265,A4,2016-08-05 11:35:59,2016-08-05 11:36:08
659265,A5,2016-08-05 11:36:09,2016-08-05 11:36:15
659265,A6,2016-08-05 11:36:16,2016-08-05 11:36:20
659265,A7,2016-08-05 11:36:22,2016-08-05 13:28:34
659265,A8,2016-08-06 15:19:56,2016-08-06 15:20:37
659265,A9,2016-08-06 15:20:39,2016-08-06 15:20:50
659265,A12,2016-08-06 15:20:52,2016-08-16 07:45:20
659265,A13,2016-08-16 07:45:22,2016-08-16 07:51:13
659265,A34,2016-08-16 07:51:13,2017-06-02 10:57:13
659265,A35,2017-06-02 10:57:14,2017-06-06 12:53:13
659265,A14,2017-06-06 12:53:17,2017-06-06 12:57:54
659265,A10,2017-06-06 12:57:56,2017-06-06 12:57:56
669330,A15,2016-06-21 08:09:30,2016-06-21 08:37:22
669330,A16,2016-06-21 11:53:44,2016-07-01 12:55:42
669330,A9,2016-07-01 12:55:44,2016-07-01 12:55:50
669330,A12,2016-07-01 12:55:51,2016-08-11 11:23:08
669330,A13,2016-08-11 11:23:09,2016-08-11 11:23:16
669330,A3,2016-08-11 11:23:17,2016-08-11 11:23:20
669330,A4,2016-08-11 11:23:20,2016-08-11 11:24:20
669330,A5,2016-08-11 11:24:21,2016-08-11 11:36:59
669330,A6,2016-08-11 11:37:00,2016-08-11 11:37:04
669330,A7,2016-08-11 11:37:06,2016-08-11 11:38:21
669330,A8,2016-08-19 11:02:27,2016-08-21 12:40:44
669330,A9,2016-08-21 13:00:14,2016-08-21 13:00:24
669330,A12,2016-08-21 13:00:25,2016-08-22 08:18:29
669330,A13,2016-08-22 08:18:29,2016-08-22 08:18:34
669330,A14,2016-08-22 08:18:35,2016-08-22 08:18:40
669330,A10,2016-08-22 08:18:42,2016-08-22 08:18:42
667108,A15,2016-06-21 08:09:44,2016-06-21 08:11:22
667108,A16,2016-06-22 10:56:36,2016-06-22 11:01:40
667108,A9,2016-06-22 11:01:46,2016-06-22 11:01:53
667108,A14,2016-06-22 11:01:55,2016-07-18 08:23:53
667108,A12,2016-07-18 08:23:54,2016-07-18 08:27:29
667108,A13,2016-07-18 08:27:30,2016-07-18 08:27:35
667108,A14,2016-07-18 08:27:36,2016-07-18 08:27:40
667108,A12,2016-07-18 08:27:41,2016-07-18 08:28:58
667108,A13,2016-07-18 08:28:59,2016-07-18 08:29:06
667108,A3,2016-07-18 08:29:06,2016-08-24 10:03:31
667108,A4,2016-08-24 10:03:32,2016-08-24 10:12:15
667108,A5,2016-08-24 10:12:16,2016-08-24 10:12:21
667108,A6,2016-08-24 10:12:22,2016-08-24 10:12:27
667108,A7,2016-09-12 10:22:35,2016-09-12 10:25:18
667108,A8,2016-09-12 11:57:01,2016-09-12 12:13:52
667108,A9,2016-09-12 12:13:55,2016-09-12 12:14:00
667108,A14,2016-09-12 12:14:01,2016-09-13 11:54:23
667108,A12,2016-09-13 11:54:24,2016-09-13 11:56:51
667108,A13,2016-09-13 11:56:54,2016-09-13 11:57:00
667108,A24,2016-09-13 11:57:00,2016-09-26 09:22:45
667108,A17,2016-09-26 09:22:45,2016-10-04 11:22:34
667108,A6,2016-10-04 11:22:35,2016-10-04 11:22:38
667108,A7,2016-10-04 11:22:40,2016-10-14 08:53:05
667108,A8,2016-10-14 10:34:37,2016-10-14 10:35:56
667108,A9,2016-10-14 10:35:59,2016-10-14 10:36:06
667108,A14,2016-10-14 10:36:07,2016-10-26 10:59:28
667108,A12,2016-10-26 10:59:29,2016-10-26 11:02:51
667108,A13,2016-10-26 11:02:53,2016-10-26 11:03:16
667108,A6,2016-10-26 11:03:17,2016-10-26 11:03:24
667108,A22,2016-10-26 11:17:04,2016-10-26 11:18:50
667108,A23,2016-10-26 11:56:52,2016-10-26 11:57:25
667108,A9,2016-10-26 11:57:28,2016-10-26 11:57:34
667108,A14,2016-10-26 12:00:32,2016-10-26 12:00:37
667108,A14,2016-10-26 12:00:52,2016-10-26 12:00:57
667108,A36,2016-10-26 12:00:59,2016-10-26 12:10:15
667108,A37,2016-10-26 12:10:17,2016-10-26 12:24:00
667108,A14,2016-10-26 12:24:02,2016-11-07 08:46:29
667108,A14,2016-11-07 08:42:48,2016-11-07 08:42:56
667108,A10,2016-11-07 08:46:30,2016-11-07 08:46:30
659590,A1,2016-06-21 08:10:21,2016-06-21 08:11:31
659590,A2,2016-06-21 08:11:33,2016-06-21 08:11:38
659590,A3,2016-06-21 08:11:39,2016-09-19 07:43:54
659590,A4,2016-09-19 07:43:54,2016-09-19 07:45:55
659590,A5,2016-09-19 07:45:56,2016-09-19 07:46:02
659590,A6,2016-09-19 07:46:03,2016-09-19 07:46:11
659590,A7,2016-09-19 07:46:12,2016-09-19 07:48:05
659590,A8,2016-09-19 10:10:45,2016-09-19 10:12:26
659590,A9,2016-09-19 10:12:28,2016-09-19 10:12:33
659590,A12,2016-09-19 10:12:34,2016-09-19 10:15:20
659590,A13,2016-09-19 10:15:21,2016-09-19 10:15:30
659590,A14,2016-09-19 10:15:30,2016-09-19 10:15:36
659590,A10,2016-09-19 10:15:38,2016-11-06 14:24:04
659590,A14,2016-11-06 14:24:06,2016-11-06 14:24:13
659590,A14,2016-11-06 14:24:20,2016-11-06 14:24:26
659590,A6,2016-11-06 14:24:26,2016-11-06 14:24:30
659590,A22,2016-11-06 14:24:32,2016-11-07 12:45:14
659590,A23,2016-11-17 08:53:41,2016-11-17 08:54:41
659590,A9,2016-11-17 08:54:43,2016-11-17 08:54:48
659590,A14,2016-11-30 12:29:01,2016-11-30 12:30:12
659590,A14,2016-11-30 12:30:36,2016-11-30 12:30:43
659590,A12,2016-11-30 12:30:44,2016-11-30 12:36:55
659590,A13,2016-11-30 12:36:57,2016-11-30 12:37:41
659590,A17,2016-11-30 12:37:42,2017-05-17 16:30:28
659590,A6,2017-05-17 16:30:29,2017-05-17 16:30:34
659590,A22,2017-05-17 16:30:38,2017-06-14 08:27:07
659590,A66,2017-06-14 13:04:02,2017-06-14 13:05:02
659590,A9,2017-06-14 19:59:45,2017-06-14 20:01:51
659590,A10,2017-06-14 20:01:53,2017-06-14 20:01:53
663424,A1,2016-06-21 08:14:08,2016-06-21 08:17:26
663424,A2,2016-06-21 08:17:27,2016-06-21 08:17:33
663424,A3,2016-06-21 08:17:34,2016-10-21 13:10:58
663424,A4,2016-10-21 13:10:58,2016-10-21 13:14:21
663424,A5,2016-10-21 13:14:22,2016-10-21 13:14:25
663424,A6,2016-10-21 13:14:26,2016-10-21 13:14:29
663424,A7,2016-10-25 09:16:43,2016-10-25 09:17:49
663424,A8,2016-10-25 09:17:50,2016-10-25 09:24:40
663424,A9,2016-10-25 09:27:49,2016-10-25 09:27:55
663424,A14,2016-11-04 10:24:48,2016-11-04 10:24:52
663424,A14,2016-11-04 10:24:57,2016-11-04 10:25:13
663424,A6,2016-11-04 10:25:14,2016-11-04 10:25:18
663424,A18,2016-11-23 09:46:45,2016-11-23 09:47:18
663424,A19,2016-11-24 10:56:27,2016-11-24 10:57:02
663424,A9,2016-11-24 10:57:05,2016-11-24 10:57:21
663424,A14,2016-11-24 10:57:22,2016-11-28 09:49:44
663424,A14,2016-11-24 12:33:20,2016-11-24 12:48:51
663424,A36,2016-11-28 09:49:45,2016-11-28 09:54:49
663424,A37,2016-11-28 09:54:50,2016-12-02 08:46:42
663424,A14,2016-12-03 20:37:20,2016-12-03 20:37:25
663424,A14,2016-12-05 12:37:06,2016-12-05 12:37:17
663424,A36,2016-12-05 12:37:18,2016-12-05 12:39:16
663424,A37,2016-12-05 12:39:17,2016-12-06 09:06:47
663424,A14,2016-12-06 09:50:40,2016-12-06 09:50:46
663424,A14,2016-12-06 11:41:08,2016-12-06 11:41:14
663424,A10,2016-12-06 11:41:15,2016-12-06 11:41:15
660844,A1,2016-06-21 08:15:32,2016-06-21 08:16:35
660844,A2,2016-06-21 08:16:37,2016-06-21 08:16:44
660844,A3,2016-06-21 08:16:44,2016-09-16 10:10:17
660844,A4,2016-09-16 10:10:18,2016-09-16 10:12:29
660844,A5,2016-09-16 10:12:29,2016-09-16 10:12:34
660844,A6,2016-09-16 10:12:35,2016-09-16 10:12:40
660844,A7,2016-09-16 10:12:41,2016-09-16 10:14:41
660844,A8,2016-09-16 12:28:28,2016-09-16 12:29:05
660844,A9,2016-09-16 12:29:07,2016-09-16 12:29:12
660844,A12,2016-09-16 12:29:13,2016-09-19 12:23:07
660844,A13,2016-09-19 12:23:07,2016-09-19 12:23:23
660844,A6,2016-09-19 12:23:23,2016-09-19 12:23:28
660844,A22,2016-09-19 12:23:29,2016-09-19 12:46:33
660844,A18,2016-09-19 12:46:35,2016-09-19 12:46:50
660844,A19,2016-09-19 14:22:18,2016-09-19 14:23:08
660844,A9,2016-09-19 14:23:10,2016-09-19 14:23:16
660844,A12,2016-09-19 14:23:17,2016-09-20 07:33:38
660844,A13,2016-09-20 07:33:40,2016-09-20 07:36:47
660844,A14,2016-09-20 07:36:48,2016-09-20 07:37:18
660844,A10,2016-09-20 07:37:19,2016-09-20 07:37:19
660931,A1,2016-06-21 08:17:35,2016-06-21 08:18:53
660931,A2,2016-06-21 08:18:55,2016-06-21 08:19:00
660931,A3,2016-06-21 08:19:01,2016-09-06 12:13:21
660931,A4,2016-09-06 12:13:21,2016-09-06 12:13:23
660931,A5,2016-09-06 12:13:24,2016-09-06 12:13:29
660931,A6,2016-09-06 12:13:30,2016-09-06 12:13:34
660931,A7,2016-09-06 12:13:36,2016-09-08 11:16:50
660931,A8,2016-09-10 21:05:09,2016-09-10 21:06:14
660931,A9,2016-09-10 21:06:17,2016-09-10 21:06:23
660931,A12,2016-09-10 21:06:24,2016-09-14 07:27:16
660931,A13,2016-09-14 07:27:18,2016-09-14 07:29:21
660931,A3,2016-09-14 07:29:22,2016-09-14 07:29:25
660931,A4,2016-09-14 07:29:25,2016-09-14 07:30:05
660931,A5,2016-09-14 07:30:06,2016-09-14 07:30:17
660931,A14,2016-09-14 07:30:18,2016-09-14 07:31:27
660931,A10,2016-09-14 07:31:28,2016-09-14 07:31:28
670679,A15,2016-06-21 08:18:07,2016-06-21 08:19:33
670679,A16,2016-06-21 08:39:10,2016-06-21 08:39:40
670679,A9,2016-06-21 08:39:42,2016-07-04 10:56:27
670679,A3,2016-07-04 10:56:28,2016-07-04 10:56:31
670679,A4,2016-07-04 10:56:31,2016-07-04 10:57:21
670679,A5,2016-07-04 10:57:22,2016-07-04 10:57:25
670679,A6,2016-07-04 10:57:26,2016-07-04 10:57:34
670679,A22,2016-07-04 10:57:35,2016-07-04 10:58:04
670679,A23,2016-07-04 12:11:09,2016-07-04 12:13:13
670679,A9,2016-07-04 12:13:19,2016-07-04 12:13:45
670679,A20,2016-07-04 12:13:59,2016-07-04 12:14:58
670679,A21,2016-07-04 14:10:34,2016-07-04 14:11:00
670679,A6,2016-07-04 14:11:01,2016-07-04 14:11:32
670679,A18,2016-07-04 14:11:34,2016-07-06 14:49:55
670679,A19,2016-07-06 15:19:34,2016-07-06 15:20:55
670679,A9,2016-07-06 15:20:56,2016-07-06 15:21:03
670679,A14,2016-07-06 15:21:03,2016-07-06 15:43:39
670679,A12,2016-07-07 17:33:48,2016-07-07 17:45:59
670679,A13,2016-07-07 17:46:03,2016-07-07 17:46:17
670679,A3,2016-07-07 17:46:22,2016-07-07 17:46:25
670679,A11,2016-07-07 17:46:28,2016-07-07 17:48:24
670679,A5,2016-07-07 17:48:31,2016-07-07 17:48:36
670679,A12,2016-07-07 17:48:41,2016-07-07 18:01:50
670679,A13,2016-07-07 18:01:57,2016-07-13 17:20:09
670679,A3,2016-07-13 17:20:14,2016-10-19 17:02:17
670679,A4,2016-10-19 17:02:18,2016-10-19 17:05:18
670679,A5,2016-10-19 17:05:19,2016-10-19 17:06:49
670679,A3,2016-10-19 17:06:50,2016-10-19 17:06:55
670679,A4,2016-10-19 17:06:56,2016-10-19 17:11:14
670679,A5,2016-10-19 17:11:15,2016-10-19 17:11:20
670679,A6,2016-10-19 17:11:21,2016-10-19 17:11:24
670679,A7,2016-10-19 17:12:21,2016-10-19 17:13:30
670679,A8,2016-10-19 17:15:31,2016-10-19 17:17:07
670679,A9,2016-10-19 17:17:10,2016-10-19 17:17:24
670679,A10,2016-10-19 17:17:26,2016-11-07 13:34:18
670679,A14,2016-11-07 13:34:20,2016-11-07 13:34:29
670679,A14,2016-11-07 13:36:04,2016-11-07 13:36:12
670679,A6,2016-11-07 13:36:13,2016-11-07 13:36:19
670679,A22,2016-11-07 19:42:24,2016-11-07 19:43:45
670679,A23,2016-11-08 08:45:38,2016-11-09 13:15:40
670679,A9,2016-11-09 13:22:10,2016-11-09 13:22:15
670679,A10,2016-11-09 13:22:17,2016-11-09 13:22:17
661611,A1,2016-06-21 08:21:18,2016-06-21 08:25:40
661611,A2,2016-06-21 08:25:42,2016-06-21 08:25:49
661611,A3,2016-06-21 08:25:49,2016-08-19 10:56:30
661611,A11,2016-08-19 10:56:30,2016-08-19 11:05:31
661611,A5,2016-08-19 11:05:32,2016-08-19 11:08:09
661611,A12,2016-08-19 11:08:10,2016-08-19 11:10:24
661611,A13,2016-08-19 11:10:25,2016-08-19 11:10:35
661611,A3,2016-08-19 11:10:36,2016-12-16 07:39:52
661611,A11,2016-12-16 07:39:52,2016-12-16 07:58:08
661611,A5,2016-12-16 07:58:08,2016-12-16 07:58:14
661611,A6,2016-12-16 07:58:14,2016-12-16 07:58:22
661611,A7,2016-12-16 07:58:23,2016-12-16 07:59:57
661611,A8,2016-12-19 12:51:21,2016-12-19 12:51:51
661611,A9,2016-12-19 12:51:54,2016-12-19 12:52:00
661611,A10,2016-12-19 12:52:01,2016-12-19 12:52:01
670547,A15,2016-06-21 08:23:16,2016-06-21 08:26:01
670547,A16,2016-06-21 11:17:08,2016-06-21 11:17:09
670547,A9,2016-06-22 07:53:51,2016-06-22 07:53:57
670547,A12,2016-06-22 07:53:58,2016-07-13 08:28:21
670547,A13,2016-07-13 08:28:23,2016-07-13 08:28:28
670547,A17,2016-07-13 08:28:29,2016-07-13 08:28:32
670547,A12,2016-07-13 08:28:33,2016-07-13 08:29:49
670547,A13,2016-07-13 08:29:51,2016-07-13 08:30:01
670547,A17,2016-07-13 08:30:02,2016-07-13 08:57:52
670547,A3,2016-07-13 08:57:53,2016-07-13 08:57:55
670547,A11,2016-07-13 08:57:56,2016-07-14 07:23:35
670547,A5,2016-07-14 07:23:36,2016-07-14 07:23:52
670547,A6,2016-07-14 07:23:53,2016-07-14 07:23:59
670547,A22,2016-07-14 07:24:00,2016-08-03 12:43:03
670547,A23,2016-08-03 13:43:13,2016-08-03 13:43:14
670547,A9,2016-08-04 08:33:59,2016-08-04 08:34:06
